t_id,probability
19778,0.495505154132843
21465,0.5301587581634521
25493,0.48062458634376526
8272,0.4870835244655609
24140,0.5681667923927307
633,0.39677998423576355
30355,0.5583668947219849
13873,0.54413241147995
2835,0.43614768981933594
11453,0.5518274307250977
9035,0.5663074254989624
19391,0.3811230957508087
16637,0.5060564875602722
1644,0.5377309918403625
2404,0.5550509095191956
13152,0.5550519824028015
18352,0.6792051196098328
3503,0.42017579078674316
16219,0.45178496837615967
5372,0.34086406230926514
9849,0.30937638878822327
9688,0.5153366923332214
10470,0.5303568243980408
25916,0.6321830749511719
21486,0.5277644395828247
8827,0.595926821231842
29318,0.5462502837181091
24955,0.4781261086463928
15945,0.44541630148887634
13362,0.5175784230232239
17559,0.5094372034072876
22055,0.5303760766983032
27144,0.5037320852279663
6312,0.3315140902996063
9684,0.5672465562820435
16769,0.5668177008628845
19850,0.6640960574150085
7779,0.49211013317108154
9906,0.4460599422454834
30553,0.5771808624267578
29716,0.29733118414878845
23374,0.510745108127594
5150,0.5050668120384216
16089,0.5560698509216309
29349,0.5465237498283386
20046,0.6090096831321716
3795,0.5073461532592773
9378,0.46964699029922485
7030,0.4944908320903778
19027,0.5110132098197937
30371,0.419939786195755
23582,0.4496070444583893
830,0.5443261861801147
31362,0.380016565322876
28815,0.5850525498390198
2661,0.5421727895736694
24581,0.49623343348503113
30986,0.5557350516319275
10684,0.677379310131073
25635,0.5469374060630798
10469,0.5608322024345398
22246,0.636604368686676
7112,0.521157443523407
2759,0.5590952634811401
29498,0.5442345142364502
5212,0.5011777877807617
8130,0.5466029047966003
10850,0.474020391702652
25922,0.4787968099117279
4607,0.5074630975723267
4270,0.5267279744148254
2402,0.4798559844493866
27879,0.5723013877868652
28549,0.4816143214702606
18434,0.578366756439209
12787,0.5232141613960266
23137,0.3431577682495117
85,0.5143776535987854
2130,0.5006894469261169
24702,0.5268720984458923
24505,0.5802531838417053
22785,0.5130742788314819
11885,0.5473729968070984
24785,0.37720492482185364
9321,0.47435179352760315
16499,0.5014687776565552
23628,0.46033209562301636
282,0.456658273935318
19210,0.5882540345191956
13650,0.6653779745101929
19738,0.4781195819377899
25262,0.4891810715198517
17176,0.5104373097419739
2571,0.5297871828079224
31215,0.538881242275238
26821,0.49315476417541504
20109,0.45857399702072144
8962,0.4761035144329071
17157,0.5684012174606323
22695,0.4817727506160736
26799,0.5930054187774658
30010,0.49980220198631287
16360,0.5260085463523865
16021,0.5138879418373108
16413,0.5163898468017578
18949,0.5232129693031311
21361,0.5384643077850342
20110,0.45807579159736633
7966,0.6149224042892456
6877,0.40366601943969727
19291,0.5021240711212158
31016,0.4868312180042267
22405,0.457433819770813
18383,0.5367128252983093
190,0.5103875994682312
148,0.4873628318309784
11573,0.5485149621963501
14691,0.5386040806770325
7169,0.3014451265335083
16804,0.2888507544994354
19714,0.47660377621650696
14254,0.4333464503288269
23408,0.45488178730010986
16451,0.46255913376808167
9644,0.4915771782398224
5289,0.5280722379684448
17049,0.5403621792793274
24749,0.4955177307128906
3228,0.4969758093357086
14616,0.548416256904602
31698,0.47800830006599426
3754,0.5001789927482605
11290,0.4479609429836273
16119,0.5326611399650574
24834,0.5114214420318604
29632,0.51019686460495
31726,0.6115626692771912
31399,0.5608807802200317
8109,0.5357912182807922
31485,0.5045716166496277
21485,0.46727532148361206
4247,0.4663708209991455
14182,0.521705150604248
11063,0.47958558797836304
12823,0.5141729116439819
2780,0.5145050883293152
8545,0.43280962109565735
29448,0.5080243945121765
9735,0.5666887164115906
6170,0.5300555229187012
6204,0.4941386282444
21736,0.37396305799484253
18371,0.3977125883102417
27451,0.6009352803230286
18261,0.4348176419734955
16690,0.5325194001197815
19209,0.5282783508300781
334,0.5164175629615784
13155,0.48411139845848083
17380,0.5435093641281128
2804,0.4629705548286438
24034,0.45604825019836426
29244,0.40627703070640564
12948,0.535443127155304
24516,0.37176579236984253
1099,0.44975927472114563
22841,0.5257241725921631
22790,0.5234179496765137
29634,0.6055726408958435
30831,0.517691969871521
18185,0.4979499876499176
16306,0.5703319907188416
24640,0.4770178496837616
19293,0.42607390880584717
1530,0.5181662440299988
13081,0.3611007034778595
10616,0.49968892335891724
1622,0.7039235830307007
30668,0.5686360597610474
2502,0.485843688249588
5229,0.5273354649543762
1253,0.5475915670394897
16414,0.4226233959197998
28735,0.5115850567817688
5942,0.4435792863368988
24999,0.5818851590156555
20013,0.6776173114776611
1269,0.4640805125236511
18124,0.5955542325973511
22677,0.5100913643836975
19574,0.5164567828178406
29903,0.5717567801475525
8508,0.5205291509628296
27086,0.521353006362915
20667,0.516654372215271
18422,0.4397720694541931
12895,0.5417263507843018
25871,0.5057870745658875
4810,0.4854634404182434
15992,0.5106852650642395
5431,0.5569521188735962
5948,0.4403720796108246
21636,0.5420123338699341
30325,0.5322455167770386
23662,0.45821070671081543
19906,0.5415828227996826
15924,0.5116095542907715
18165,0.48802265524864197
4201,0.5329697132110596
25474,0.4823891222476959
6106,0.6741649508476257
15608,0.47999700903892517
18915,0.36667400598526
20193,0.3166331648826599
6307,0.6895091533660889
7597,0.5432416200637817
11789,0.5670416951179504
29362,0.528860330581665
21286,0.48853984475135803
26333,0.41918089985847473
22957,0.4969640374183655
11985,0.4645942449569702
28604,0.5049247145652771
52,0.4266170263290405
3025,0.5280803442001343
4038,0.5401536226272583
16128,0.15368875861167908
6231,0.4604973793029785
10207,0.5143663287162781
14340,0.5868800282478333
13572,0.5211614966392517
8640,0.505285382270813
187,0.4286198318004608
18488,0.5102648735046387
13658,0.4725414216518402
20835,0.487450510263443
1877,0.5221805572509766
438,0.290220707654953
11657,0.46521294116973877
3116,0.4648829996585846
14365,0.4300819933414459
11435,0.520923376083374
1874,0.5513451099395752
13459,0.539714515209198
26209,0.5994792580604553
30278,0.5645062923431396
2094,0.5249159336090088
6746,0.5413221716880798
13761,0.442240446805954
29514,0.4587344825267792
26544,0.4705807864665985
9074,0.5020302534103394
23536,0.5058788061141968
15103,0.4339025318622589
28214,0.5475423336029053
3550,0.5664246082305908
12655,0.48393017053604126
16530,0.3697262406349182
18492,0.5463781356811523
14871,0.5156654715538025
4742,0.5168520212173462
4148,0.5198968052864075
9011,0.5029383897781372
19310,0.4478801488876343
26675,0.5292180776596069
19747,0.44430533051490784
17617,0.5557413101196289
4924,0.4614790678024292
17968,0.4074609875679016
27885,0.3959590494632721
31334,0.5167653560638428
9596,0.47698548436164856
10282,0.5481111407279968
20604,0.5151141881942749
25709,0.5149949789047241
2419,0.677355170249939
14981,0.4959915578365326
29665,0.6219322085380554
3205,0.47811418771743774
19664,0.43546736240386963
19542,0.47637319564819336
19398,0.5440961122512817
25756,0.5522313714027405
27844,0.46153849363327026
29026,0.46427109837532043
20004,0.4813978672027588
25741,0.360914021730423
12352,0.5730141401290894
9462,0.7265211343765259
16315,0.40182700753211975
20593,0.4838554561138153
15625,0.5433622002601624
29942,0.5536503791809082
9789,0.6011108756065369
28150,0.45251142978668213
4932,0.5216662883758545
27255,0.5373702049255371
23178,0.5358999967575073
24449,0.43710070848464966
10198,0.477560818195343
7718,0.5746077299118042
11410,0.5584465265274048
22025,0.541114330291748
2705,0.42103689908981323
20451,0.592782735824585
22421,0.4637119174003601
28179,0.5426722168922424
9065,0.5017019510269165
13415,0.5781868100166321
25656,0.6067218780517578
18528,0.5061497688293457
17211,0.4717184007167816
16467,0.5304611921310425
19028,0.5263618230819702
31481,0.5442637801170349
18930,0.45888766646385193
15152,0.5037471055984497
25140,0.4996570348739624
23306,0.439972460269928
24677,0.5907043814659119
14933,0.5234732627868652
28042,0.49257513880729675
6729,0.6361579895019531
27560,0.6750144958496094
11022,0.4732441306114197
27564,0.5040523409843445
18486,0.5015847682952881
13966,0.3881986439228058
10453,0.5283321142196655
8362,0.4818008840084076
28217,0.4564260244369507
16422,0.547157347202301
28756,0.5261960625648499
30136,0.5407347679138184
30229,0.6107226610183716
4962,0.34278053045272827
7593,0.5679165720939636
18459,0.5368526577949524
19705,0.5222935080528259
24593,0.47127899527549744
16083,0.4251135587692261
8202,0.43932044506073
14772,0.6824857592582703
24681,0.3734988272190094
19282,0.5581799149513245
16131,0.4948916733264923
8772,0.5133503079414368
26742,0.584304690361023
4601,0.5055112242698669
23501,0.5101401805877686
10847,0.430463969707489
13846,0.5130681395530701
29536,0.5959460139274597
25068,0.500088095664978
28670,0.41139286756515503
22038,0.4799589216709137
23913,0.4863544702529907
13963,0.5387123823165894
20893,0.5306330919265747
10458,0.49560996890068054
16737,0.5547911524772644
7629,0.4718722403049469
2154,0.4790440797805786
16528,0.47895267605781555
7823,0.4284272789955139
10650,0.37203505635261536
28613,0.5192094445228577
28265,0.5196380019187927
21720,0.6575645804405212
28472,0.6153503060340881
30998,0.5122841596603394
679,0.4762745201587677
1668,0.43853503465652466
6247,0.4422619938850403
244,0.4350118637084961
31542,0.43871259689331055
23358,0.4091562032699585
3467,0.46690651774406433
21737,0.47544118762016296
25592,0.6327641010284424
19271,0.6011342406272888
16767,0.4935030937194824
13515,0.4393479824066162
1758,0.5157245993614197
26631,0.5381113886833191
15285,0.4660067558288574
11031,0.5503414869308472
528,0.42779263854026794
22209,0.5082411170005798
20002,0.4471966028213501
24782,0.5153635740280151
2376,0.39935368299484253
30538,0.631960928440094
12732,0.4930923283100128
24585,0.45757415890693665
15611,0.5546477437019348
15057,0.5224658846855164
14914,0.5232940316200256
27653,0.48832443356513977
9901,0.5101696848869324
18103,0.5004151463508606
9667,0.4961675703525543
19679,0.49816593527793884
1754,0.41206303238868713
21423,0.5260072946548462
29630,0.5337909460067749
29969,0.21103446185588837
4077,0.5198571085929871
18015,0.5217698216438293
31617,0.4559340178966522
18473,0.46759888529777527
27837,0.4371652901172638
13699,0.3898420035839081
31133,0.5384166836738586
3843,0.580899178981781
28709,0.5014190673828125
18039,0.5501052141189575
19974,0.4395211637020111
14696,0.49625059962272644
23521,0.5177385807037354
14953,0.4458164870738983
7572,0.45527946949005127
12351,0.530320942401886
14210,0.45479539036750793
31044,0.5001842379570007
20571,0.3724953830242157
14925,0.5309388637542725
24464,0.4686059057712555
8195,0.524440586566925
27652,0.49272260069847107
21420,0.4773065447807312
17901,0.5737635493278503
5998,0.5654734969139099
31450,0.6243867874145508
5966,0.46968764066696167
9862,0.3019596338272095
15325,0.5356134176254272
27362,0.45670631527900696
23329,0.6140096783638
25430,0.6646037697792053
6520,0.47819381952285767
13954,0.5490068197250366
18041,0.5282977223396301
14938,0.47250232100486755
3546,0.5465357899665833
23133,0.48335573077201843
5527,0.531484067440033
8183,0.49671128392219543
21560,0.3284107446670532
31017,0.4712405800819397
25163,0.3245898485183716
26232,0.38502275943756104
20733,0.5283464193344116
20382,0.6050371527671814
4050,0.39846357703208923
21726,0.5140997171401978
9896,0.4149264693260193
16192,0.47432562708854675
15653,0.48711061477661133
2741,0.5079084634780884
8355,0.5203856825828552
20945,0.5101293921470642
27851,0.5083242058753967
27034,0.5377898216247559
27559,0.5692960619926453
27736,0.5608332753181458
11815,0.5503836870193481
486,0.5833055973052979
4344,0.5062865018844604
13558,0.5306811928749084
24306,0.47870492935180664
6445,0.5493360757827759
2014,0.48626330494880676
3573,0.4608013331890106
10760,0.4525686502456665
19075,0.5629029870033264
27107,0.5364118814468384
28484,0.39357075095176697
10701,0.4940914213657379
29165,0.502837598323822
28387,0.37964358925819397
19840,0.5350139737129211
4793,0.5086382031440735
24153,0.618246853351593
16417,0.5274355411529541
12852,0.6413237452507019
5300,0.46747463941574097
24046,0.4979044795036316
20254,0.5154098868370056
7541,0.35756590962409973
28593,0.5025559663772583
19631,0.5179434418678284
4997,0.5154180526733398
31421,0.40907955169677734
6550,0.5100927352905273
13576,0.5866621136665344
12581,0.5685506463050842
399,0.38751673698425293
28597,0.5039247870445251
8276,0.5482646226882935
10962,0.6086073517799377
8527,0.5435315370559692
19864,0.5161666870117188
21007,0.5486016869544983
20811,0.5644214153289795
11342,0.5617166757583618
1312,0.49751248955726624
715,0.4694047272205353
20364,0.47721588611602783
17862,0.539389967918396
24906,0.5157009959220886
11630,0.5013737082481384
21986,0.5123986005783081
3526,0.42419710755348206
22203,0.5213882923126221
18494,0.4745468199253082
16391,0.36981648206710815
12737,0.3560013473033905
11584,0.3268964886665344
18092,0.4157351851463318
811,0.5603068470954895
10234,0.5146638751029968
7545,0.5817915201187134
14573,0.47849979996681213
17279,0.5217862129211426
13207,0.5636744499206543
10061,0.6415876150131226
8562,0.4733582139015198
28945,0.5287471413612366
1931,0.4440639615058899
26339,0.5085006952285767
22602,0.5010772347450256
16125,0.5219727158546448
10866,0.5352843403816223
28076,0.5192349553108215
17811,0.4820795953273773
26143,0.5380092263221741
17869,0.5097014904022217
3841,0.45362767577171326
13259,0.5020073056221008
21781,0.5038816332817078
1778,0.5393683910369873
20825,0.5357633233070374
4618,0.5177126526832581
16272,0.5543487071990967
15875,0.5608647465705872
12157,0.5341378450393677
20116,0.5048054456710815
5526,0.4692220985889435
12916,0.5498314499855042
31331,0.39550018310546875
31764,0.5078924894332886
21761,0.5273476243019104
26370,0.543922483921051
14885,0.4836673140525818
26682,0.5491765141487122
